nome,link,scontato,prezzo,genere,categoria,mat1,mat2,colore1,colore2,id_prodotto,differenza_prezzo
Dècolletè donna con cinturino in pelle rosa contour d156z,https://www.melluso.com/it/decollete-donna-con-cinturino-in-pelle-rosa-contour-d156z-d156z-249140.html,116.91,129.9,Donna,Dècolletè,pelle,,rosa,,d156z,12.990000000000009
Décolleté donna slingback in tessuto intreccio e pelle platino e1675zv,https://www.melluso.com/it/decollete-donna-slingback-in-tessuto-intreccio-e-pelle-platino-e1675zv-e1675zv-249113.html,161.91,179.9,Donna,Dècolletè,pelle,intreccio,platino,,e1675zv,17.99000000000001
Décolleté donna slingback in tessuto intreccio e pelle beige e1675zv,https://www.melluso.com/it/decollete-donna-slingback-in-tessuto-intreccio-e-pelle-beige-e1675zv-e1675zv-249114.html,161.91,179.9,Donna,Dècolletè,pelle,intreccio,beige,,e1675zv,17.99000000000001
Décolleté slingback donna in pelle e tessuto azzurro e1851,https://www.melluso.com/it/decollete-slingback-donna-in-pelle-e-tessuto-azzurro-e1851-e1851-244189.html,152.91,169.9,Donna,Dècolletè,pelle,tessut,,,e1851,16.99000000000001
Décolleté donna con cinturino in pelle nero v308z,https://www.melluso.com/it/decollete-donna-con-cinturino-in-pelle-nero-v308z-v308z-243772.html,125.91,139.9,Donna,Dècolletè,pelle,,nero,,v308z,13.990000000000009
Décolleté slingback donna tessuto e pelle nero v703,https://www.melluso.com/it/decollete-slingback-donna-tessuto-e-pelle-nero-v703-v703-244079.html,111.92,139.9,Donna,Dècolletè,pelle,tessut,nero,,v703,27.980000000000004
Décolleté donna slingback in pelle fondotinta d189,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-fondotinta-d189-d189-245533.html,134.91,149.9,Donna,Dècolletè,pelle,,fondotinta,,d189,14.990000000000009
Décolleté donna in pelle nero d189,https://www.melluso.com/it/decollete-donna-in-pelle-nero-d189-d189-245946.html,134.91,149.9,Donna,Dècolletè,pelle,,nero,,d189,14.990000000000009
Décolleté donna cinturino incrociato in tessuto pelle rosso e1631zv,https://www.melluso.com/it/decollete-donna-cinturino-incrociato-in-tessuto-pelle-rosso-e1631zv-e1631zv-247451.html,143.91,159.9,Donna,Dècolletè,pelle,tessut,rosso,,e1631zv,15.990000000000009
Décolleté slingback donna in pelle e tessuto beige e1851,https://www.melluso.com/it/decollete-slingback-donna-in-pelle-e-tessuto-beige-e1851-e1851-245148.html,152.91,169.9,Donna,Dècolletè,pelle,tessut,beige,,e1851,16.99000000000001
Décolleté donna in pelle e camoscio abyss n411,https://www.melluso.com/it/decollete-donna-in-pelle-e-camoscio-abyss-n411-n411-244811.html,103.92,129.9,Donna,Dècolletè,pelle,camoscio,,,n411,25.980000000000004
Dècolletè donna comodo in pelle laminato nude r30611z,https://www.melluso.com/it/decollete-donna-comodo-in-pelle-laminato-nude-r30611z-r30611z-250115.html,100.0,125.0,Donna,Dècolletè,pelle,,nude,,r30611z,25.0
Décolleté donna in pelle nero x621z,https://www.melluso.com/it/decollete-donna-in-pelle-nero-x621z-x621z-249422.html,111.92,139.9,Donna,Dècolletè,pelle,,nero,,x621z,27.980000000000004
Décolleté donna in pelle blu abyss x621z,https://www.melluso.com/it/decollete-donna-in-pelle-blu-abyss-x621z-x621z-249423.html,111.92,139.9,Donna,Dècolletè,pelle,,blu,,x621z,27.980000000000004
Sabot donna in tessuto rafia beige k56213,https://www.melluso.com/it/sabot-donna-in-tessuto-rafia-beige-k56213-k56213-245191.html,71.92,89.9,Donna,Dècolletè,tessut,,beige,,k56213,17.980000000000004
Décolleté donna in pelle nero k55398z,https://www.melluso.com/it/decollete-donna-in-pelle-nero-k55398z-k55398z-245119.html,71.92,89.9,Donna,Dècolletè,pelle,,nero,,k55398z,17.980000000000004
Décolleté donna in pelle e camoscio sabbia n411,https://www.melluso.com/it/decollete-donna-in-pelle-e-camoscio-sabbia-n411-n411-243722.html,103.92,129.9,Donna,Dècolletè,pelle,camoscio,,,n411,25.980000000000004
Décolleté donna con cinturino in pelle nude v229,https://www.melluso.com/it/decollete-donna-con-cinturino-in-pelle-nude-v229-v229-243972.html,125.91,139.9,Donna,Dècolletè,pelle,,nude,,v229,13.990000000000009
Décolleté donna in pelle nero x516z,https://www.melluso.com/it/decollete-donna-in-pelle-nero-x516z-x516z-246006.html,116.91,129.9,Donna,Dècolletè,pelle,,nero,,x516z,12.990000000000009
Décolleté donna in pelle nude x516z,https://www.melluso.com/it/decollete-donna-in-pelle-nude-x516z-x516z-249435.html,116.91,129.9,Donna,Dècolletè,pelle,,nude,,x516z,12.990000000000009
Espadrillas donna in tessuto rafia blu 018215z,https://www.melluso.com/it/espadrillas-donna-in-tessuto-rafia-blu-018215z-018215z-244316.html,,,Donna,Dècolletè,tessut,,blu,,018215z,
Décolleté donna in pelle platino k55398z,https://www.melluso.com/it/decollete-donna-in-pelle-platino-k55398z-k55398z-243695.html,71.92,89.9,Donna,Dècolletè,pelle,,platino,,k55398z,17.980000000000004
Décolleté donna in pelle blu notte k55398z,https://www.melluso.com/it/decollete-donna-in-pelle-blu-notte-k55398z-k55398z-243696.html,71.92,89.9,Donna,Dècolletè,pelle,,blu,,k55398z,17.980000000000004
Décolleté ballerina donna in pelle crema k60100bk,https://www.melluso.com/it/decollete-ballerina-donna-in-pelle-crema-k60100bk-k60100bk-234285.html,79.2,99.0,Donna,Dècolletè,pelle,,,,k60100bk,19.799999999999997
Décolleté ballerina donna in pelle blu notte k60100bk,https://www.melluso.com/it/decollete-ballerina-donna-in-pelle-blu-notte-k60100bk-k60100bk-234286.html,79.2,99.0,Donna,Dècolletè,pelle,,blu,,k60100bk,19.799999999999997
Décolleté donna cinturino incrociato in tessuto galassia blu notte e1631zv,https://www.melluso.com/it/decollete-donna-cinturino-incrociato-in-tessuto-galassia-blu-notte-e1631zv-e1631zv-247204.html,143.91,159.9,Donna,Dècolletè,tessut,,blu,,e1631zv,15.990000000000009
Décolleté donna  in pelle wash rosa contour d160zv,https://www.melluso.com/it/decollete-donna-in-pelle-wash-rosa-contour-d160zv-d160zv-247748.html,134.91,149.9,Donna,Dècolletè,pelle,,rosa,,d160zv,14.990000000000009
Décolleté donna slingback in pelle nude d188,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-nude-d188-d188-246626.html,134.91,149.9,Donna,Dècolletè,pelle,,nude,,d188,14.990000000000009
Décolleté donna slingback in pelle fondotinta d179z,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-fondotinta-d179z-d179z-247363.html,125.91,139.9,Donna,Dècolletè,pelle,,fondotinta,,d179z,13.990000000000009
Décolleté donna slingback in tessuto galassia nero d168zv,https://www.melluso.com/it/decollete-donna-slingback-in-tessuto-galassia-nero-d168zv-d168zv-247471.html,134.91,149.9,Donna,Dècolletè,tessut,,nero,,d168zv,14.990000000000009
Espadrillas donna in tessuto rafia beige 018215z,https://www.melluso.com/it/espadrillas-donna-in-tessuto-rafia-beige-018215z-018215z-244315.html,71.92,89.9,Donna,Dècolletè,tessut,,beige,,018215z,17.980000000000004
Décolleté donna slingback in pelle argento d168zv,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-argento-d168zv-d168zv-247402.html,134.91,149.9,Donna,Dècolletè,pelle,,argento,,d168zv,14.990000000000009
Décolleté donna slingback in pelle nero d188,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-nero-d188-d188-246085.html,134.91,149.9,Donna,Dècolletè,pelle,,nero,,d188,14.990000000000009
Décolleté donna in pelle e camoscio nero n411,https://www.melluso.com/it/decollete-donna-in-pelle-e-camoscio-nero-n411-n411-243721.html,,129.9,Donna,Dècolletè,pelle,camoscio,nero,,n411,
Décolleté donna slingback in tessuto rafia beige v311,https://www.melluso.com/it/decollete-donna-slingback-in-tessuto-rafia-beige-v311-v311-243767.html,119.92,149.9,Donna,Dècolletè,tessut,,beige,,v311,29.980000000000004
Décolleté donna slingback in pelle bianco milk d179z,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-bianco-milk-d179z-d179z-243774.html,125.91,139.9,Donna,Dècolletè,pelle,,bianco,,d179z,13.990000000000009
Décolleté donna slingback con cinturino in pelle bianco nude v701,https://www.melluso.com/it/decollete-donna-slingback-con-cinturino-in-pelle-bianco-nude-v701-v701-244092.html,119.92,149.9,Donna,Dècolletè,pelle,,bianco,nude,v701,29.980000000000004
Décolleté slingback donna tessuto e pelle bianco v703,https://www.melluso.com/it/decollete-slingback-donna-tessuto-e-pelle-bianco-v703-v703-244078.html,111.92,139.9,Donna,Dècolletè,pelle,tessut,bianco,,v703,27.980000000000004
Décolleté donna con cinturino in pelle nero v412z,https://www.melluso.com/it/decollete-donna-con-cinturino-in-pelle-nero-v412z-v412z-249420.html,143.91,159.9,Donna,Dècolletè,pelle,,nero,,v412z,15.990000000000009
Décolleté donna con cinturino in pelle beige v412z,https://www.melluso.com/it/decollete-donna-con-cinturino-in-pelle-beige-v412z-v412z-249421.html,143.91,159.9,Donna,Dècolletè,pelle,,beige,,v412z,15.990000000000009
Décolleté donna con cinturino in pelle bianco v412z,https://www.melluso.com/it/decollete-donna-con-cinturino-in-pelle-bianco-v412z-v412z-255113.html,143.91,159.9,Donna,Dècolletè,pelle,,bianco,,v412z,15.990000000000009
Décolleté donna con cinturino in pelle beige nude v412z,https://www.melluso.com/it/decollete-donna-con-cinturino-in-pelle-beige-nude-v412z-v412z-255287.html,143.91,159.9,Donna,Dècolletè,pelle,,beige,nude,v412z,15.990000000000009
Décolleté donna slingback in tessuto galassia argento e1634zv,https://www.melluso.com/it/decollete-donna-slingback-in-tessuto-galassia-argento-e1634zv-e1634zv-247194.html,143.91,159.9,Donna,Dècolletè,tessut,,argento,,e1634zv,15.990000000000009
Espadrillas donna in tessuto beige 018206z,https://www.melluso.com/it/espadrillas-donna-in-tessuto-beige-018206z-018206z-244309.html,63.92,79.9,Donna,Dècolletè,tessut,,beige,,018206z,15.980000000000004
Dècolletè donna comodo in pelle blu abyss r30611z,https://www.melluso.com/it/decollete-donna-comodo-in-pelle-blu-abyss-r30611z-r30611z-243439.html,100.0,125.0,Donna,Dècolletè,pelle,,blu,,r30611z,25.0
Décolleté donna con cinturino in pelle blu abyss v308,https://www.melluso.com/it/decollete-donna-con-cinturino-in-pelle-blu-abyss-v308-v308z-245933.html,125.91,139.9,Donna,Dècolletè,pelle,,blu,,v308,13.990000000000009
Décolleté donna slingback in pelle rosa contour d165zv,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-rosa-contour-d165zv-d165zv-247750.html,134.91,149.9,Donna,Dècolletè,pelle,,rosa,,d165zv,14.990000000000009
Décolleté donna slingback in pelle platino d166z,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-platino-d166z-d166z-245714.html,125.91,139.9,Donna,Dècolletè,pelle,,platino,,d166z,13.990000000000009
Sneakers mocassino donna in camoscio cielo r20084z,https://www.melluso.com/it/sneakers-mocassino-donna-in-camoscio-cielo-r20084z-r20084z-249806.html,104.93,149.9,Donna,Sneakers,camoscio,,cielo,,r20084z,44.97
Sneakers mocassino donna in camoscio coloniale r20084z,https://www.melluso.com/it/sneakers-mocassino-donna-in-camoscio-coloniale-r20084z-r20084z-249807.html,104.93,149.9,Donna,Sneakers,camoscio,,coloniale,,r20084z,44.97
Sneakers mocassino donna in camoscio verde r20084z,https://www.melluso.com/it/sneakers-mocassino-donna-in-camoscio-verde-r20084z-r20084z-249818.html,104.93,149.9,Donna,Sneakers,camoscio,,verde,,r20084z,44.97
Sneakers donna in camoscio fondotinta r20245z,https://www.melluso.com/it/sneakers-donna-in-camoscio-fondotinta-r20245z-r20245z-243413.html,119.92,149.9,Donna,Sneakers,camoscio,,fondotinta,,r20245z,29.980000000000004
Sneakers donna in camoscio jeans r20245z,https://www.melluso.com/it/sneakers-donna-in-camoscio-jeans-r20245z-r20245z-244830.html,119.92,149.9,Donna,Sneakers,camoscio,,,,r20245z,29.980000000000004
Sneakers donna in camoscio beige r20249z,https://www.melluso.com/it/sneakers-donna-in-camoscio-beige-r20249z-r20249z-249805.html,127.92,159.9,Donna,Sneakers,camoscio,,beige,,r20249z,31.980000000000004
Sneakers donna in camoscio beige kiss r20249z,https://www.melluso.com/it/sneakers-donna-in-camoscio-beige-kiss-r20249z-r20249z-249835.html,127.92,159.9,Donna,Sneakers,camoscio,,beige,kiss,r20249z,31.980000000000004
Sneakers donna in pelle latte macchiato r20249z,https://www.melluso.com/it/sneakers-donna-in-pelle-latte-macchiato-r20249z-r20249z-249837.html,127.92,159.9,Donna,Sneakers,pelle,,latte,macchiato,r20249z,31.980000000000004
Sneakers donna in pelle latte macchiato r20250z,https://www.melluso.com/it/sneakers-donna-in-pelle-latte-macchiato-r20250z-r20250z-249808.html,127.92,159.9,Donna,Sneakers,pelle,,latte,macchiato,r20250z,31.980000000000004
Sneakers donna in pelle greige r20250z,https://www.melluso.com/it/sneakers-donna-in-pelle-greige-r20250z-r20250z-249820.html,127.92,159.9,Donna,Sneakers,pelle,,,,r20250z,31.980000000000004
Sneakers donna in pelle blu denim r20250z,https://www.melluso.com/it/sneakers-donna-in-pelle-blu-denim-r20250z-r20250z-249838.html,127.92,159.9,Donna,Sneakers,pelle,,blu,denim,r20250z,31.980000000000004
Sneakers donna in tessuto e vernice nero r20252z,https://www.melluso.com/it/sneakers-donna-in-tessuto-e-vernice-nero-r20252z-r20252z-249804.html,124.0,155.0,Donna,Sneakers,tessut,vernice,nero,,r20252z,31.0
Sneakers donna slip on in camoscio jeans r20255z,https://www.melluso.com/it/sneakers-donna-slip-on-in-camoscio-jeans-r20255z-r20255z-243411.html,111.92,139.9,Donna,Sneakers,camoscio,,,,r20255z,27.980000000000004
Sneakers donna slip on in camoscio fondotinta r20255z,https://www.melluso.com/it/sneakers-donna-slip-on-in-camoscio-fondotinta-r20255z-r20255z-243571.html,111.92,139.9,Donna,Sneakers,camoscio,,fondotinta,,r20255z,27.980000000000004
Sneakers platform donna in pelle beige k60039,https://www.melluso.com/it/sneakers-platform-donna-in-pelle-beige-k60039-k60039-244235.html,90.93,129.9,Donna,Sneakers,pelle,,beige,,k60039,38.97
Sneakers platform donna in pelle bianco k60039,https://www.melluso.com/it/sneakers-platform-donna-in-pelle-bianco-k60039-k60039-244236.html,90.93,129.9,Donna,Sneakers,pelle,,bianco,,k60039,38.97
Sneakers mocassino donna in pelle intreccio beige r20090,https://www.melluso.com/it/sneakers-mocassino-donna-in-pelle-intreccio-beige-r20090-r20090-244457.html,111.93,159.9,Donna,Sneakers,pelle,intreccio,beige,,r20090,47.97
Sneakers donna in tessuto elastico blu notte k55711bk,https://www.melluso.com/it/sneakers-donna-in-tessuto-elastico-blu-notte-k55711bk-k55711bk-247425.html,95.2,119.0,Donna,Sneakers,tessut,,blu,,k55711bk,23.799999999999997
Sneakers donna in tessuto elastico beige k55711bk,https://www.melluso.com/it/sneakers-donna-in-tessuto-elastico-beige-k55711bk-k55711bk-247428.html,95.2,119.0,Donna,Sneakers,tessut,,beige,,k55711bk,23.799999999999997
Sneakers mocassino donna in pelle intreccio bianco r20090,https://www.melluso.com/it/sneakers-mocassino-donna-in-pelle-intreccio-bianco-r20090-r20090-244706.html,111.93,159.9,Donna,Sneakers,pelle,intreccio,bianco,,r20090,47.97
Sneakers donna in pelle e camoscio legno r20456,https://www.melluso.com/it/sneakers-donna-in-pelle-e-camoscio-legno-r20456-r20456-243597.html,104.93,149.9,Donna,Sneakers,pelle,camoscio,,,r20456,44.97
Sneakers donna in pelle platino k55429z,https://www.melluso.com/it/sneakers-donna-in-pelle-platino-k55429z-k55429z-252380.html,69.93,99.9,Donna,Sneakers,pelle,,platino,,k55429z,29.97
Sneakers donna in pelle e tessuto bianco k60102bk,https://www.melluso.com/it/sneakers-donna-in-pelle-e-tessuto-bianco-k60102bk-k60102bk-234288.html,111.92,139.9,Donna,Sneakers,pelle,tessut,bianco,,k60102bk,27.980000000000004
Sneakers donna in pelle e tessuto blu ocean k60102bk,https://www.melluso.com/it/sneakers-donna-in-pelle-e-tessuto-blu-ocean-k60102bk-k60102bk-234290.html,111.92,139.9,Donna,Sneakers,pelle,tessut,blu,,k60102bk,27.980000000000004
Sneakers donna in pelle e tessuto bronzo k60102bk,https://www.melluso.com/it/sneakers-donna-in-pelle-e-tessuto-bronzo-k60102bk-k60102bk-244197.html,111.92,139.9,Donna,Sneakers,pelle,tessut,bronzo,,k60102bk,27.980000000000004
Sneackers donna in pelle platino k60108bk,https://www.melluso.com/it/sneackers-donna-in-pelle-platino-k60108bk-k60108bk-244183.html,111.92,139.9,Donna,Sneakers,pelle,,platino,,k60108bk,27.980000000000004
Sneackers donna in pelle bianco k60108bk,https://www.melluso.com/it/sneackers-donna-in-pelle-bianco-k60108bk-k60108bk-244209.html,111.92,139.9,Donna,Sneakers,pelle,,bianco,,k60108bk,27.980000000000004
Sneakers donna in pelle  e camoscio nude r20451z,https://www.melluso.com/it/sneakers-donna-in-pelle-e-camoscio-nude-r20451z-r20451z-249846.html,111.93,159.9,Donna,Sneakers,pelle,camoscio,nude,,r20451z,47.97
Sneakers donna in pelle bianco r20258,https://www.melluso.com/it/sneakers-donna-in-pelle-bianco-r20258-r20258-244577.html,119.92,149.9,Donna,Sneakers,pelle,,bianco,,r20258,29.980000000000004
Sneakers donna in pelle e camoscio bianco r20456,https://www.melluso.com/it/sneakers-donna-in-pelle-e-camoscio-bianco-r20456-r20456-244586.html,104.93,149.9,Donna,Sneakers,pelle,camoscio,bianco,,r20456,44.97
Sneakers donna in camoscio blu denim k55429z,https://www.melluso.com/it/sneakers-donna-in-camoscio-blu-denim-k55429z-k55429z-243821.html,69.93,99.9,Donna,Sneakers,camoscio,,blu,denim,k55429z,29.97
Sneakers donna in tessuto beige k55431z,https://www.melluso.com/it/sneakers-donna-in-tessuto-beige-k55431z-k55431z-243691.html,69.93,99.9,Donna,Sneakers,tessut,,beige,,k55431z,29.97
Sneakers donna in tessuto blu k55431z,https://www.melluso.com/it/sneakers-donna-in-tessuto-blu-k55431z-k55431z-252377.html,69.93,99.9,Donna,Sneakers,tessut,,blu,,k55431z,29.97
Sneakers donna in pelle bianco k55432z,https://www.melluso.com/it/sneakers-donna-in-pelle-bianco-k55432z-k55432z-252381.html,69.93,99.9,Donna,Sneakers,pelle,,bianco,,k55432z,29.97
Scarpa donna allacciata in pelle cuoio k70006z,https://www.melluso.com/it/scarpa-donna-allacciata-in-pelle-cuoio-k70006z-k70006z-252115.html,71.92,89.9,Donna,Sneakers,pelle,,cuoio,,k70006z,17.980000000000004
Sneakers in tessuto elastico blu 093400,https://www.melluso.com/it/sneakers-in-tessuto-elastico-blu-093400-093400-243585.html,71.92,89.9,Donna,Sneakers,tessut,,blu,,093400,17.980000000000004
Sneakers in tessuto elastico bianco 093400,https://www.melluso.com/it/sneakers-in-tessuto-elastico-bianco-093400-093400-248437.html,71.92,89.9,Donna,Sneakers,tessut,,bianco,,093400,17.980000000000004
Sneakers donna in pelle platino k55432z,https://www.melluso.com/it/sneakers-donna-in-pelle-platino-k55432z-k55432z-243693.html,69.93,99.9,Donna,Sneakers,pelle,,platino,,k55432z,29.97
Sneakers donna in pelle blu k55432z,https://www.melluso.com/it/sneakers-donna-in-pelle-blu-k55432z-k55432z-243694.html,69.93,99.9,Donna,Sneakers,pelle,,blu,,k55432z,29.97
Sneakers donna in pelle blu k55446,https://www.melluso.com/it/sneakers-donna-in-pelle-beige-k55446-k55446-243685.html,76.93,109.9,Donna,Sneakers,pelle,,blu,,k55446,32.97
Sneakers donna in pelle bianco k55446,https://www.melluso.com/it/sneakers-donna-in-pelle-bianco-k55446-k55446-243686.html,76.93,109.9,Donna,Sneakers,pelle,,bianco,,k55446,32.97
Sneakers donna in pelle beige k55449,https://www.melluso.com/it/sneakers-donna-in-pelle-beige-k55449-k55449-243679.html,97.93,139.9,Donna,Sneakers,pelle,,beige,,k55449,41.97
Sneakers donna in pelle beige r20451z,https://www.melluso.com/it/sneakers-donna-in-pelle-beige-r20451z-r20452z-249802.html,118.93,169.9,Donna,Sneakers,pelle,,beige,,r20451z,50.97
Sneakers donna slip on in camoscio kiss r20255z,https://www.melluso.com/it/sneakers-donna-slip-on-in-camoscio-kiss-r20255z-r20255z-245998.html,111.92,139.9,Donna,Sneakers,camoscio,,kiss,,r20255z,27.980000000000004
Sneakers donna in pelle beige k55432z,https://www.melluso.com/it/sneakers-donna-in-pelle-beige-k55432z-k55432z-252378.html,69.93,99.9,Donna,Sneakers,pelle,,beige,,k55432z,29.97
Sneakers donna in pelle bianco r20245z,https://www.melluso.com/it/sneakers-donna-in-pelle-bianco-r20245z-r20245z-243405.html,119.92,149.9,Donna,Sneakers,pelle,,bianco,,r20245z,29.980000000000004
Sneakers donna in pelle blu k55432z,https://www.melluso.com/it/sneakers-donna-in-pelle-blu-k55432z-k55432z-252379.html,69.93,99.9,Donna,Sneakers,pelle,,blu,,k55432z,29.97
Sneakers donna in pelle bianco r20249z,https://www.melluso.com/it/sneakers-donna-in-pelle-bianco-r20249z-r20249z-249829.html,127.92,159.9,Donna,Sneakers,pelle,,bianco,,r20249z,31.980000000000004
Sneakers mocassino donna in camoscio jeans aviatore r20087,https://www.melluso.com/it/sneakers-mocassino-donna-in-camoscio-jeans-aviatore-r20087-r20087-243395.html,104.93,149.9,Donna,Sneakers,camoscio,,,,r20087,44.97
