genere,nome_categoria,prodotto,prezzo_originale,prezzo_scontato,immagine,link,colore,colore2,categoria,sottocategoria,brand,materiale,materiale2,colore1,id_prodotto,differenza_prezzo,codice_colore
donna,zeppe,Sandali con zeppa da donna argento e bianco con strap,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517666600_2_34c2.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517666600001.html,bianco,argento,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna giallo e bianco con strap,74.9,59.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517666533_2_4360.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517666533001.html,giallo,bianco,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna beige e verde con strap,74.9,59.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517666522_2_0199.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517666522001.html,beige,verde,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna rosso e beige con strap,74.9,59.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517666511_2_a499.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517666511001.html,beige,rosso,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna bianco e beige con strap,74.9,59.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517666500_2_64c1.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517666500001.html,beige,bianco,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna beige e bianco con strap,64.9,51.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517666033_2_9c8a.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517666033001.html,beige,bianco,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna marrone con strap,64.9,51.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517666022_2_89f6.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517666022001.html,marrone,,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna blu con strap,64.9,51.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517666011_2_d88f.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517666011001.html,blu,,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna nero con strap,64.9,51.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517666000_2_c7f2.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517666000001.html,nero,,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna argento e bianco ,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517665933_2_09ed.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517665933001.html,bianco,argento,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna platino e beige ,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517665922_2_8eb9.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517665922001.html,beige,platino,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna beige e marrone ,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517665911_2_08fb.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517665911001.html,beige,marrone,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna nero ,59.9,47.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517665900_2_30ce.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517665900001.html,nero,,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna argento con elastico,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517665811_2_2379.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517665811001.html,argento,,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna rosa con elastico,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517665800_2_7e2c.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517665800001.html,rosa,,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna argento con elastico,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517665766_2_6fb0.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517665766001.html,argento,,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna platino e bianco con elastico,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517665755_2_b592.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517665755001.html,platino,bianco,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna bianco con elastico,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517665744_2_fc4d.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517665744001.html,bianco,,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna marrone e bianco con elastico,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517665733_2_99ba.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517665733001.html,bianco,marrone,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna beige con elastico,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517665722_2_8178.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517665722001.html,beige,,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna beige e bianco con elastico,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517665711_2_241a.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517665711001.html,beige,bianco,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna bianco con elastico,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517665700_2_b9b5.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517665700001.html,bianco,,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna bianco e argento con strap,64.9,51.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517665644_2_6d8f.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517665644001.html,bianco,argento,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna platino e beige con strap,64.9,51.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517665633_2_1431.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517665633001.html,beige,platino,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna beige e marrone con strap,64.9,51.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517665622_2_a7ea.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517665622001.html,beige,marrone,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna nero con strap,64.9,51.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517665600_2_4af9.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517665600001.html,nero,,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna argento e bianco con strap,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517664755_2_e362.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517664755001.html,bianco,argento,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna platino e beige con strap,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517664744_2_d822.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517664744001.html,beige,platino,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna beige e platino con strap,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517664733_2_8490.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517664733001.html,beige,platino,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna beige e platino con strap,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517664722_2_8fea.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517664722001.html,beige,platino,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna bianco con strap,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517664711_2_9805.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517664711001.html,bianco,,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna nero con strap,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517664700_2_835e.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517664700001.html,nero,,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna argento e bianco con strap,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517664655_2_35e3.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517664655001.html,bianco,argento,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna beige e platino con strap,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517664644_2_3267.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517664644001.html,beige,platino,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna blu con strap,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517664633_2_bd6c.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517664633001.html,blu,,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna nero con strap,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517664622_2_3377.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517664622001.html,nero,,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna giallo e bianco con strap,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517664611_2_d610.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517664611001.html,giallo,bianco,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sandali con zeppa da donna blu e bianco con strap,69.9,55.92,https://www.igieco.it/shop/media/catalog/product/2/0/202517664600_2_2985.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517664600001.html,bianco,blu,sandali,zeppa,Igi&co,,,,,,
donna,zeppe,Sneakers con zeppa da donna rosa con lacci,89.9,62.93,https://www.igieco.it/shop/media/catalog/product/2/0/202517664044_2_dae7.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517664044001.html,rosa,,sneakers,zeppa,Igi&co,,,,,,
donna,zeppe,Sneakers con zeppa da donna grigio con lacci,89.9,62.93,https://www.igieco.it/shop/media/catalog/product/2/0/202517664033_2_3e02.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517664033001.html,grigio,,sneakers,zeppa,Igi&co,,,,,,
donna,zeppe,Sneakers con zeppa da donna beige con lacci,89.9,62.93,https://www.igieco.it/shop/media/catalog/product/2/0/202517664022_2_0627.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517664022001.html,beige,,sneakers,zeppa,Igi&co,,,,,,
donna,zeppe,Sneakers con zeppa da donna celeste con lacci,89.9,62.93,https://www.igieco.it/shop/media/catalog/product/2/0/202517664011_2_694e.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517664011001.html,celeste,,sneakers,zeppa,Igi&co,,,,,,
donna,zeppe,Sneakers con zeppa da donna bianco e celeste con lacci,89.9,62.93,https://www.igieco.it/shop/media/catalog/product/2/0/202517663822_2_970e.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517663822001.html,celeste,bianco,sneakers,zeppa,Igi&co,,,,,,
donna,zeppe,Sneakers con zeppa da donna beige con lacci,89.9,62.93,https://www.igieco.it/shop/media/catalog/product/2/0/202517663811_2_9fdd.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517663811001.html,beige,,sneakers,zeppa,Igi&co,,,,,,
donna,zeppe,Sneakers con zeppa da donna platino con lacci,94.9,66.43,https://www.igieco.it/shop/media/catalog/product/2/0/202517663711_2_ef49.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517663711001.html,platino,,sneakers,zeppa,Igi&co,,,,,,
donna,zeppe,Sneakers con zeppa da donna bianco con lacci,94.9,66.43,https://www.igieco.it/shop/media/catalog/product/2/0/202517663700_2_4c43.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517663700001.html,bianco,,sneakers,zeppa,Igi&co,,,,,,
donna,zeppe,Sneakers eco-sostenibili da donna bianco con lacci,79.9,55.93,https://www.igieco.it/shop/media/catalog/product/2/0/202517662633_2_45c2.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517662633001.html,bianco,,sneakers,,Igi&co,,,,,,
donna,zeppe,Sneakers eco-sostenibili da donna beige con lacci,79.9,55.93,https://www.igieco.it/shop/media/catalog/product/2/0/202517662622_2_2bc4.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517662622001.html,beige,,sneakers,,Igi&co,,,,,,
donna,zeppe,Sneakers eco-sostenibili da donna celeste con lacci,79.9,55.93,https://www.igieco.it/shop/media/catalog/product/2/0/202517662611_2_57db.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517662611001.html,celeste,,sneakers,,Igi&co,,,,,,
donna,zeppe,Sneakers eco-sostenibili da donna nero con lacci,79.9,55.93,https://www.igieco.it/shop/media/catalog/product/2/0/202517662600_2_e4d0.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517662600001.html,nero,,sneakers,,Igi&co,,,,,,
donna,zeppe,Sneakers con zeppa da donna bianco e argento con zip,89.9,62.93,https://www.igieco.it/shop/media/catalog/product/2/0/202517662522_2_e8a1.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517662522001.html,bianco,argento,sneakers,zeppa,Igi&co,,,,,,
donna,zeppe,Sneakers con zeppa da donna beige con zip,89.9,62.93,https://www.igieco.it/shop/media/catalog/product/2/0/202517662511_2_7ef7.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517662511001.html,beige,,sneakers,zeppa,Igi&co,,,,,,
donna,zeppe,Sneakers con zeppa da donna beige con lacci,84.9,59.43,https://www.igieco.it/shop/media/catalog/product/2/0/202517661844_2_59e1.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517661844001.html,beige,,sneakers,zeppa,Igi&co,,,,,,
donna,zeppe,Sneakers con zeppa da donna beige e giallo con lacci,84.9,59.43,https://www.igieco.it/shop/media/catalog/product/2/0/202517661822_2_7249.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517661822001.html,beige,giallo,sneakers,zeppa,Igi&co,,,,,,
donna,zeppe,Sneakers con zeppa da donna verde e celeste con lacci,84.9,59.43,https://www.igieco.it/shop/media/catalog/product/2/0/202517661811_2_78be.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517661811001.html,verde,celeste,sneakers,zeppa,Igi&co,,,,,,
donna,zeppe,Sneakers con zeppa da donna rosa e bianco con lacci,84.9,59.43,https://www.igieco.it/shop/media/catalog/product/2/0/202517661800_2_2984.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517661800001.html,rosa,bianco,sneakers,zeppa,Igi&co,,,,,,
donna,zeppe,Sneakers con zeppa da donna beige e platino con zip,94.9,66.43,https://www.igieco.it/shop/media/catalog/product/2/0/202517661722_2_d623.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517661722001.html,beige,platino,sneakers,zeppa,Igi&co,,,,,,
donna,zeppe,Sneakers con zeppa da donna bianco e argento con zip,94.9,66.43,https://www.igieco.it/shop/media/catalog/product/2/0/202517661711_2_dd65.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517661711001.html,bianco,argento,sneakers,zeppa,Igi&co,,,,,,
donna,zeppe,Sneakers con zeppa da donna blu con zip,94.9,66.43,https://www.igieco.it/shop/media/catalog/product/2/0/202517661700_2_e64c.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517661700001.html,blu,,sneakers,zeppa,Igi&co,,,,,,
donna,zeppe,Sneakers con zeppa da donna bianco e rosa con lacci,89.9,62.93,https://www.igieco.it/shop/media/catalog/product/2/0/202517661622_2_d78e.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517661622001.html,rosa,bianco,sneakers,zeppa,Igi&co,,,,,,
donna,zeppe,Sneakers con zeppa da donna bianco e nero con lacci,89.9,62.93,https://www.igieco.it/shop/media/catalog/product/2/0/202517661611_2_8ca3.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517661611001.html,bianco,nero,sneakers,zeppa,Igi&co,,,,,,
donna,zeppe,Sneakers con zeppa da donna beige con lacci,89.9,62.93,https://www.igieco.it/shop/media/catalog/product/2/0/202517661600_2_c885.jpg?width=342&height=456&store=i_it&image-type=small_image,https://www.igieco.it/shop/i_it/202517661600001.html,beige,,sneakers,zeppa,Igi&co,,,,,,
